path,category,basis,review_required,imported_by
"src/db/index.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | server.ts | src/api/armoireRoutes.ts | src/api/authRoutes.ts | src/api/familyRoutes.ts | src/api/habitRoutes.ts | src/api/integrations.ts | src/api/rewardRoutes.ts | src/api/shopRoutes.ts | src/api/starsRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/api/zooRoutes.ts | src/db/backfillCatalog.ts | src/db/migrate.ts | src/db/seed.ts | src/demo/store.ts | src/services/familyGameStateService.ts | src/services/persistService.ts | src/services/progressService.ts | src/services/referralService.ts | src/services/skillService.ts | src/services/streakCronJob.ts | src/services/streakService.ts | src/services/userService.ts | src/services/userStateHydration.ts | src/services/walletService.ts | tests/demoPostgres.test.ts | tests/demoPostgres.test.ts"
"src/db/migrate.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | server.ts"
"src/db/schema.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts | src/api/armoireRoutes.ts | src/api/authRoutes.ts | src/api/familyRoutes.ts | src/api/habitRoutes.ts | src/api/integrations.ts | src/api/rewardRoutes.ts | src/api/shopRoutes.ts | src/api/starsRoutes.ts | src/api/stateRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/api/zooRoutes.ts | src/db/backfillCatalog.ts | src/db/index.ts | src/db/seed.ts | src/services/familyGameStateService.ts | src/services/persistService.ts | src/services/progressService.ts | src/services/referralService.ts | src/services/skillService.ts | src/services/streakCronJob.ts | src/services/streakService.ts | src/services/userService.ts | src/services/userStateHydration.ts | src/services/walletService.ts"
"src/db/seed.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","scripts/verify-clean-migration.ts"
"src/demo/AdventureScreen.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx"
"src/demo/AuthoredRoom.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/HomeScreen.tsx"
"src/demo/Character.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AdventureScreen.tsx | src/demo/AuthoredRoom.tsx | src/demo/DemoApp.tsx | src/demo/FamilyScreen.tsx | src/demo/HomeScreen.tsx | src/demo/WardrobeScreen.tsx | tests/demoSceneLayout.test.ts | tests/demoVisualContracts.test.ts"
"src/demo/DemoApp.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/main.tsx | src/preview/main.tsx"
"src/demo/FamilyScreen.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx | tests/demoVisualContracts.test.ts"
"src/demo/HomeScreen.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx | src/demo/WardrobeScreen.tsx | tests/demoVisualContracts.test.ts | tests/homeAuthoredScene.test.ts"
"src/demo/TasksScreen.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx | tests/demoVisualContracts.test.ts"
"src/demo/WardrobeScreen.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx | tests/demoVisualContracts.test.ts"
"src/demo/adventure-v2.css","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AdventureScreen.tsx"
"src/demo/catalog.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/domain.ts | src/demo/store.ts | src/preview/app.ts | src/preview/browserDemo.ts | tests/demoDomain.test.ts | tests/demoRouter.test.ts | tests/demoVisualContracts.test.ts | tests/demoWorldMap.test.ts | tests/homeAuthoredScene.test.ts"
"src/demo/demo.css","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx"
"src/demo/domain.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/router.ts | src/demo/store.ts | src/preview/app.ts | src/preview/browserDemo.ts | tests/demoDomain.test.ts | tests/demoRouter.test.ts"
"src/demo/home-scene.css","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/DemoApp.tsx"
"src/demo/homeFamilyLayout.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AuthoredRoom.tsx | src/demo/homeScenes.ts | tests/homeAuthoredScene.test.ts | tests/homeFamilyLayout.test.ts"
"src/demo/homeSceneProjection.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AuthoredRoom.tsx | src/demo/homeFamilyLayout.ts | src/demo/homeScenes.ts | tests/homeAuthoredScene.test.ts | tests/homeFamilyLayout.test.ts | tests/homeSceneProjection.test.ts"
"src/demo/homeScenes.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AuthoredRoom.tsx | src/demo/HomeScreen.tsx | tests/homeAuthoredScene.test.ts"
"src/demo/router.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/server/apiApp.ts | tests/demoRouter.test.ts"
"src/demo/sceneLayout.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/HomeScreen.tsx | tests/demoSceneLayout.test.ts"
"src/demo/store.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/router.ts | tests/demoPostgres.test.ts | tests/demoPostgres.test.ts"
"src/demo/types.ts","active","Current V3 dependency or registered V3 runtime content","false","src/demo/AdventureScreen.tsx | src/demo/AuthoredRoom.tsx | src/demo/Character.tsx | src/demo/DemoApp.tsx | src/demo/FamilyScreen.tsx | src/demo/HomeScreen.tsx | src/demo/TasksScreen.tsx | src/demo/WardrobeScreen.tsx | src/demo/catalog.ts | src/demo/domain.ts | src/demo/homeScenes.ts | src/demo/router.ts | src/demo/store.ts | src/demo/ui.tsx | src/demo/worldMap.ts | src/preview/app.ts | src/preview/browserDemo.ts | tests/browserPreview.test.ts | tests/demoDomain.test.ts | tests/demoRouter.test.ts | tests/demoSceneLayout.test.ts | tests/demoVisualContracts.test.ts | tests/demoWorldMap.test.ts"
"src/demo/ui.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/FamilyPanel.tsx | src/v3/TasksPanel.tsx | src/v3/V3App.tsx | src/v3/WalletPanel.tsx | src/v3/WorldPanel.tsx | src/demo/AdventureScreen.tsx | src/demo/DemoApp.tsx | src/demo/FamilyScreen.tsx | src/demo/HomeScreen.tsx | src/demo/TasksScreen.tsx | src/demo/WardrobeScreen.tsx"
"src/demo/wardrobe-v2.css","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/FamilyScreen.tsx | src/demo/WardrobeScreen.tsx"
"src/demo/worldMap.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/demo/AdventureScreen.tsx | tests/demoWorldMap.test.ts"
"src/index.css","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/main.tsx | src/preview/main.tsx"
"src/lib/dateUtils.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/authRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/bot/cronJobs.ts | src/db/backfillCatalog.ts | src/services/challengeService.ts | src/services/familyGameStateService.ts | src/services/progressService.ts | src/services/referralService.ts | src/services/skillService.ts | src/services/stateService.ts | src/services/streakService.ts | src/services/taskService.ts | src/services/todayTasksService.ts"
"src/lib/ids.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts | src/api/rewardRoutes.ts | src/api/taskRoutes.ts | src/services/taskService.ts"
"src/main.tsx","active","Current entry/server dependency; includes legacy compatibility and production branch","false",""
"src/preview/app.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","scripts/telegram-preview.ts | tests/telegramPreview.test.ts"
"src/preview/browserDemo.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","src/preview/main.tsx | tests/browserPreview.test.ts"
"src/preview/main.tsx","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true",""
"src/preview/wardrobePilot/LegacyPilot.tsx","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true",""
"src/preview/wardrobePilot/V3Pilot.tsx","prepared","Independent wardrobe preview and validation tooling","false","src/preview/wardrobePilot/main.tsx"
"src/preview/wardrobePilot/main.tsx","prepared","Independent wardrobe preview and validation tooling","false",""
"src/preview/wardrobePilot/rig.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","src/preview/wardrobePilot/LegacyPilot.tsx"
"src/preview/wardrobePilot/style.css","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","src/preview/wardrobePilot/LegacyPilot.tsx"
"src/preview/wardrobePilot/v3.css","prepared","Independent wardrobe preview and validation tooling","false","src/preview/wardrobePilot/V3Pilot.tsx"
"src/preview/wardrobePilot/v3Assets.json","prepared","Independent wardrobe preview and validation tooling","false","src/preview/wardrobePilot/V3Pilot.tsx"
"src/server/apiApp.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts | tests/api.integration.test.ts"
"src/server/socketServer.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts | tests/socket.integration.test.ts"
"src/services/achievementService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/services/taskService.ts"
"src/services/assigneeService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/taskRoutes.ts | tests/assigneeService.test.ts"
"src/services/challengeService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/services/taskService.ts"
"src/services/familyGameStateService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | server.ts | src/api/authRoutes.ts | src/api/familyRoutes.ts | src/api/stateRoutes.ts | src/services/achievementService.ts | src/services/challengeService.ts | src/services/progressService.ts | src/services/skillService.ts | src/services/streakCronJob.ts | src/services/taskService.ts"
"src/services/habitService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/habitRoutes.ts | src/components/TodayTasks.tsx | src/services/taskService.ts | src/services/todayTasksService.ts"
"src/services/notificationService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/rewardRoutes.ts | src/api/skillRoutes.ts | src/api/taskRoutes.ts"
"src/services/persistService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/services/streakService.ts"
"src/services/progressService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | src/api/taskRoutes.ts"
"src/services/referralService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/referralRoutes.ts | src/api/userRoutes.ts"
"src/services/skillService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/skillRoutes.ts"
"src/services/stateService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | server.ts | src/api/armoireRoutes.ts | src/api/assetRoutes.ts | src/api/authRoutes.ts | src/api/familyRoutes.ts | src/api/habitRoutes.ts | src/api/referralRoutes.ts | src/api/rewardRoutes.ts | src/api/shopRoutes.ts | src/api/skillRoutes.ts | src/api/starsRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/api/webhookRoutes.ts | src/api/zooRoutes.ts | src/bot/cronJobs.ts | src/db/backfillCatalog.ts | src/server/socketServer.ts | src/services/achievementService.ts | src/services/challengeService.ts | src/services/familyGameStateService.ts | src/services/progressService.ts | src/services/referralService.ts | src/services/skillService.ts | src/services/streakCronJob.ts | src/services/streakService.ts | src/services/taskService.ts | src/services/todayTasksService.ts | src/services/userStateHydration.ts | src/services/walletService.ts | src/utils/apiAuth.ts | tests/api.integration.test.ts | tests/apiAuth.test.ts | tests/socket.integration.test.ts"
"src/services/streakCronJob.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts"
"src/services/streakService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/taskRoutes.ts | src/api/userRoutes.ts | src/bot/cronJobs.ts | src/services/streakCronJob.ts | src/services/taskService.ts | tests/streak.test.ts"
"src/services/taskGenerator.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/userRoutes.ts | src/bot/notifications.ts | src/services/progressService.ts | src/services/streakService.ts | src/services/taskService.ts | src/services/todayTasksService.ts"
"src/services/taskService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/services/progressService.ts"
"src/services/todayTasksService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/userRoutes.ts | src/bot/cronJobs.ts | src/bot/notifications.ts"
"src/services/userService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/userRoutes.ts"
"src/services/userStateHydration.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","scripts/verify-clean-migration.ts | server.ts | src/api/authRoutes.ts | src/api/stateRoutes.ts | src/api/userRoutes.ts"
"src/services/walletService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/rewardRoutes.ts | src/api/shopRoutes.ts"
"src/services/zooService.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/zooRoutes.ts | src/components/PetsTab.tsx"
"src/target/access/accessLifecycle.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/transport/routes.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/isolation.test.ts | tests/target/transport-postgres.test.ts"
"src/target/access/adultAccess.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/isolation.test.ts | tests/target/transport-postgres.test.ts"
"src/target/access/adultCrypto.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | src/target/transport/contracts.ts | src/target/transport/http.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/adult-crypto.test.ts | tests/target/transport-postgres.test.ts"
"src/target/access/adultPolicy.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | tests/target/adult-crypto.test.ts | tests/target/adult-fixtures.ts"
"src/target/access/familyAuthorization.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/adultAccess.ts | src/target/access/familySession.ts | tests/target/family-access.test.ts | tests/target/isolation.test.ts"
"src/target/access/familySession.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | tests/target/family-access-fixtures.ts | tests/target/family-access-postgres.test.ts | tests/target/isolation.test.ts"
"src/target/access/identityExchange.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/familySession.ts | src/target/transport/routes.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/identity-exchange-contracts.test.ts | tests/target/identity-exchange-fixtures.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/transport-postgres.test.ts"
"src/target/access/registrationAssessment.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/consent-postgres.test.ts"
"src/target/access/telegram/index.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/preview/app.ts | src/target/access/identityExchange.ts | tests/target/isolation.test.ts | tests/target/telegram-identity.test.ts"
"src/target/access/telegram/parse.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/telegram/index.ts"
"src/target/app.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","scripts/target/dev.ts | tests/target/http.test.ts | tests/target/isolation.test.ts"
"src/target/config.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/consent-postgres.test.ts | scripts/target/dev.ts | scripts/target/test-environment.ts | src/target/db/client.ts | src/target/db/database.ts | src/target/db/migrator.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/content-release-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/postgres.test.ts | tests/target/transport-postgres.test.ts"
"src/target/consent/service.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/registrationAssessment.ts | tests/target/consent-postgres.test.ts"
"src/target/content/artifactAuthority.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/preview.ts | src/target/content/buildDirectory.ts | src/target/content/compiler.ts | src/target/content/localRelease.ts"
"src/target/content/buildDirectory.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/content-preview.test.ts | scripts/target/content-build.ts | src/target/content/compiler.ts | tests/target/content-compiler.test.ts | tests/target/isolation.test.ts"
"src/target/content/canonical.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/preview.ts | tests/target/content-preview.test.ts | src/target/content/buildDirectory.ts | src/target/content/compiler.ts | src/target/content/compilerContracts.ts | src/target/content/localRelease.ts | src/target/content/localStorage.ts | src/target/content/schemaValidator.ts | tests/target/content-compiler.test.ts | tests/target/content-release.test.ts"
"src/target/content/compiler.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/preview.ts | tests/target/content-preview.test.ts | scripts/target/content-build.ts | src/target/content/buildDirectory.ts | src/target/content/localRelease.ts | src/target/content/localStorage.ts | tests/target/content-compiler.test.ts | tests/target/content-release-postgres.test.ts | tests/target/isolation.test.ts"
"src/target/content/compilerContracts.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/preview.ts | tests/target/content-preview.test.ts | scripts/target/content-build.ts | src/target/content/compiler.ts | src/target/content/localRelease.ts | tests/target/content-compiler.test.ts | tests/target/content-release-postgres.test.ts"
"src/target/content/input.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","scripts/target/content-validate.ts | src/target/content/compiler.ts | tests/target/content-input.test.ts | tests/target/isolation.test.ts"
"src/target/content/json.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/preview.ts | scripts/target/content-build.ts | scripts/target/content-validate.ts | src/target/content/artifactAuthority.ts | src/target/content/buildDirectory.ts | src/target/content/canonical.ts | src/target/content/compiler.ts | src/target/content/compilerContracts.ts | src/target/content/input.ts | src/target/content/localRelease.ts | src/target/content/localStorage.ts | src/target/content/schemas.ts | tests/target/content-input.test.ts"
"src/target/content/localRelease.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/compiler.ts | tests/target/content-release-postgres.test.ts"
"src/target/content/localStorage.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/compiler.ts | src/target/content/localRelease.ts | tests/target/content-release-postgres.test.ts | tests/target/content-release.test.ts"
"src/target/content/preview.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/content-preview.test.ts | src/target/content/buildDirectory.ts"
"src/target/content/schemaValidator.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/compilerContracts.ts | src/target/content/schemas.ts"
"src/target/content/schemas.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/content/compiler.ts | src/target/content/compilerContracts.ts | src/target/content/input.ts | tests/target/content-input.test.ts"
"src/target/contracts/access.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/identityExchange.ts | tests/target/identity-exchange-contracts.test.ts | tests/target/identity-exchange-postgres.test.ts"
"src/target/contracts/accessLifecycle.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | tests/target/access-lifecycle-contracts.test.ts | tests/target/access-lifecycle-postgres.test.ts"
"src/target/contracts/adultProtection.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | tests/target/adult-crypto.test.ts"
"src/target/contracts/errors.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/consent/service.ts | src/target/domain/v3Policy.ts | src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultCrypto.ts | src/target/access/adultPolicy.ts | src/target/access/familyAuthorization.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/access/telegram/index.ts | src/target/access/telegram/parse.ts | src/target/config.ts | src/target/contracts/access.ts | src/target/contracts/accessLifecycle.ts | src/target/contracts/adultProtection.ts | src/target/contracts/familyAccess.ts | src/target/contracts/foundation.ts | src/target/contracts/ids.ts | src/target/contracts/numbers.ts | src/target/contracts/payload.ts | src/target/contracts/references.ts | src/target/db/client.ts | src/target/db/migrator.ts | src/target/transport/contracts.ts | src/target/transport/http.ts | tests/target/contracts.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-fixtures.ts | tests/target/identity-exchange-postgres.test.ts"
"src/target/contracts/familyAccess.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/familySession.ts | tests/target/family-access-fixtures.ts | tests/target/family-access.test.ts"
"src/target/contracts/foundation.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/adultPolicy.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/contracts/access.ts | src/target/contracts/accessLifecycle.ts | src/target/contracts/adultProtection.ts | src/target/contracts/familyAccess.ts | tests/target/foundation-contracts.test.ts | tests/target/foundation-fixtures.ts | tests/target/foundation-postgres.test.ts"
"src/target/contracts/ids.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/registrationAssessment.ts | src/target/consent/service.ts | src/target/domain/v3Policy.ts | tests/target/v3-policy.test.ts | src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | src/target/access/familyAuthorization.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/content/buildDirectory.ts | src/target/content/localRelease.ts | src/target/contracts/access.ts | src/target/contracts/accessLifecycle.ts | src/target/contracts/adultProtection.ts | src/target/contracts/familyAccess.ts | src/target/contracts/foundation.ts | src/target/contracts/payload.ts | src/target/contracts/references.ts | src/target/transport/contracts.ts | tests/target/access-lifecycle-contracts.test.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/adult-crypto.test.ts | tests/target/content-release-postgres.test.ts | tests/target/contracts.test.ts | tests/target/family-access-fixtures.ts | tests/target/family-access-postgres.test.ts | tests/target/family-access.test.ts | tests/target/foundation-fixtures.ts | tests/target/identity-exchange-fixtures.ts | tests/target/transport-postgres.test.ts"
"src/target/contracts/numbers.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/content-input.test.ts | tests/target/contracts.test.ts | tests/target/foundation-fixtures.ts | tests/target/foundation-postgres.test.ts"
"src/target/contracts/payload.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/contracts/foundation.ts | tests/target/contracts.test.ts | tests/target/foundation-contracts.test.ts | tests/target/foundation-fixtures.ts"
"src/target/contracts/references.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/contracts.test.ts"
"src/target/db/client.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/consent-postgres.test.ts | scripts/target/dev.ts | scripts/target/test-environment.ts | src/target/db/database.ts | src/target/db/migrator.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/content-release-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/postgres.test.ts | tests/target/transport-postgres.test.ts"
"src/target/db/database.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/registrationAssessment.ts | src/target/consent/service.ts | tests/target/consent-postgres.test.ts | src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/content/localRelease.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/content-release-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-contracts.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/transport-postgres.test.ts"
"src/target/db/migrator.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/consent-postgres.test.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/content-release-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/postgres.test.ts | tests/target/transport-postgres.test.ts"
"src/target/db/schema/access.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/contracts/access.ts | src/target/db/schema/accessLifecycle.ts | src/target/db/schema/adultProtection.ts | src/target/db/schema/familyAccess.ts | tests/target/family-access-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts"
"src/target/db/schema/accessLifecycle.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/contracts/accessLifecycle.ts | src/target/db/schema/contentRelease.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/content-release-postgres.test.ts"
"src/target/db/schema/adultProtection.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/adultPolicy.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/contracts/adultProtection.ts | src/target/db/schema/accessLifecycle.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts"
"src/target/db/schema/consent.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/consent/service.ts | tests/target/consent-postgres.test.ts | src/target/db/database.ts"
"src/target/db/schema/contentRelease.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/db/schema/consent.ts | tests/target/consent-postgres.test.ts | src/target/content/localRelease.ts | tests/target/content-release-postgres.test.ts"
"src/target/db/schema/familyAccess.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/contracts/familyAccess.ts | src/target/db/schema/accessLifecycle.ts | src/target/db/schema/adultProtection.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/transport-postgres.test.ts"
